id,age,gender,switch.h2w,switch.w2h,gcos.auto,gcos.cont,gcos.impe,mvs.intrinsic,mvs.integrated,mvs.identified,mvs.introjected,mvs.external,mvs.amotivation,triptype,info,familiarity,choice,time
8,35,Female,Once a week,Once a week,6.25,4.08,3.67,2.25,4.75,5,2,1,1.25,H2W,F,R,1,50
8,35,Female,Once a week,Once a week,6.25,4.08,3.67,2.25,4.75,5,2,1,1.25,W2F,V,R,1,50
8,35,Female,Once a week,Once a week,6.25,4.08,3.67,2.25,4.75,5,2,1,1.25,H2F,C,R,1,50
8,35,Female,Once a week,Once a week,6.25,4.08,3.67,2.25,4.75,5,2,1,1.25,W2H,C,P,1,50
8,35,Female,Once a week,Once a week,6.25,4.08,3.67,2.25,4.75,5,2,1,1.25,H2W,V,R,1,50
8,35,Female,Once a week,Once a week,6.25,4.08,3.67,2.25,4.75,5,2,1,1.25,W2F,V,P,1,50
8,35,Female,Once a week,Once a week,6.25,4.08,3.67,2.25,4.75,5,2,1,1.25,H2F,V,R,1,50
9,25,Male,Once a week,Once a week,5.25,3.75,3.42,3.5,3.75,3.25,1.75,1.5,1.75,W2H,F,R,1,5
9,25,Male,Once a week,Once a week,5.25,3.75,3.42,3.5,3.75,3.25,1.75,1.5,1.75,H2W,C,P,1,2
9,25,Male,Once a week,Once a week,5.25,3.75,3.42,3.5,3.75,3.25,1.75,1.5,1.75,W2F,F,R,1,120
9,25,Male,Once a week,Once a week,5.25,3.75,3.42,3.5,3.75,3.25,1.75,1.5,1.75,H2F,V,P,1,10
9,25,Male,Once a week,Once a week,5.25,3.75,3.42,3.5,3.75,3.25,1.75,1.5,1.75,W2H,V,R,1,3
9,25,Male,Once a week,Once a week,5.25,3.75,3.42,3.5,3.75,3.25,1.75,1.5,1.75,H2W,F,R,1,1
9,25,Male,Once a week,Once a week,5.25,3.75,3.42,3.5,3.75,3.25,1.75,1.5,1.75,W2F,B,L,1,2
9,25,Male,Once a week,Once a week,5.25,3.75,3.42,3.5,3.75,3.25,1.75,1.5,1.75,H2F,F,P,1,2
9,25,Male,Once a week,Once a week,5.25,3.75,3.42,3.5,3.75,3.25,1.75,1.5,1.75,W2H,B,L,1,10
9,25,Male,Once a week,Once a week,5.25,3.75,3.42,3.5,3.75,3.25,1.75,1.5,1.75,H2W,F,P,1,2
9,25,Male,Once a week,Once a week,5.25,3.75,3.42,3.5,3.75,3.25,1.75,1.5,1.75,W2F,C,P,1,2
9,25,Male,Once a week,Once a week,5.25,3.75,3.42,3.5,3.75,3.25,1.75,1.5,1.75,H2F,C,P,1,2
9,25,Male,Once a week,Once a week,5.25,3.75,3.42,3.5,3.75,3.25,1.75,1.5,1.75,W2H,C,R,1,10
9,25,Male,Once a week,Once a week,5.25,3.75,3.42,3.5,3.75,3.25,1.75,1.5,1.75,H2W,V,P,1,2
9,25,Male,Once a week,Once a week,5.25,3.75,3.42,3.5,3.75,3.25,1.75,1.5,1.75,W2F,C,R,1,2
9,25,Male,Once a week,Once a week,5.25,3.75,3.42,3.5,3.75,3.25,1.75,1.5,1.75,H2F,C,R,1,5
9,25,Male,Once a week,Once a week,5.25,3.75,3.42,3.5,3.75,3.25,1.75,1.5,1.75,W2H,C,P,1,2
9,25,Male,Once a week,Once a week,5.25,3.75,3.42,3.5,3.75,3.25,1.75,1.5,1.75,H2W,V,R,1,2
9,25,Male,Once a week,Once a week,5.25,3.75,3.42,3.5,3.75,3.25,1.75,1.5,1.75,W2F,V,P,1,5
9,25,Male,Once a week,Once a week,5.25,3.75,3.42,3.5,3.75,3.25,1.75,1.5,1.75,H2F,B,L,1,2
9,25,Male,Once a week,Once a week,5.25,3.75,3.42,3.5,3.75,3.25,1.75,1.5,1.75,W2H,F,P,1,2
9,25,Male,Once a week,Once a week,5.25,3.75,3.42,3.5,3.75,3.25,1.75,1.5,1.75,H2W,C,R,1,2
9,25,Male,Once a week,Once a week,5.25,3.75,3.42,3.5,3.75,3.25,1.75,1.5,1.75,W2F,F,P,1,2
9,25,Male,Once a week,Once a week,5.25,3.75,3.42,3.5,3.75,3.25,1.75,1.5,1.75,H2F,V,R,1,2
9,25,Male,Once a week,Once a week,5.25,3.75,3.42,3.5,3.75,3.25,1.75,1.5,1.75,W2H,V,P,1,5
9,25,Male,Once a week,Once a week,5.25,3.75,3.42,3.5,3.75,3.25,1.75,1.5,1.75,H2W,B,L,1,2
9,25,Male,Once a week,Once a week,5.25,3.75,3.42,3.5,3.75,3.25,1.75,1.5,1.75,W2F,V,R,1,15
9,25,Male,Once a week,Once a week,5.25,3.75,3.42,3.5,3.75,3.25,1.75,1.5,1.75,H2F,F,R,1,2
10,23,Female,Twice a week or more,Twice a week or more,6.25,4.67,4.33,4.75,3.25,4.75,2,2.25,2.75,W2H,B,L,1,17
10,23,Female,Twice a week or more,Twice a week or more,6.25,4.67,4.33,4.75,3.25,4.75,2,2.25,2.75,H2W,B,L,1,14
10,23,Female,Twice a week or more,Twice a week or more,6.25,4.67,4.33,4.75,3.25,4.75,2,2.25,2.75,W2F,V,R,2,30
10,23,Female,Twice a week or more,Twice a week or more,6.25,4.67,4.33,4.75,3.25,4.75,2,2.25,2.75,H2F,F,P,2,17
10,23,Female,Twice a week or more,Twice a week or more,6.25,4.67,4.33,4.75,3.25,4.75,2,2.25,2.75,W2H,F,R,2,23
10,23,Female,Twice a week or more,Twice a week or more,6.25,4.67,4.33,4.75,3.25,4.75,2,2.25,2.75,H2W,C,P,1,23
10,23,Female,Twice a week or more,Twice a week or more,6.25,4.67,4.33,4.75,3.25,4.75,2,2.25,2.75,W2F,C,P,2,14
10,23,Female,Twice a week or more,Twice a week or more,6.25,4.67,4.33,4.75,3.25,4.75,2,2.25,2.75,H2F,C,R,2,12
10,23,Female,Twice a week or more,Twice a week or more,6.25,4.67,4.33,4.75,3.25,4.75,2,2.25,2.75,W2H,C,P,1,13
10,23,Female,Twice a week or more,Twice a week or more,6.25,4.67,4.33,4.75,3.25,4.75,2,2.25,2.75,H2W,F,R,1,21
10,23,Female,Twice a week or more,Twice a week or more,6.25,4.67,4.33,4.75,3.25,4.75,2,2.25,2.75,W2F,F,R,1,10
10,23,Female,Twice a week or more,Twice a week or more,6.25,4.67,4.33,4.75,3.25,4.75,2,2.25,2.75,H2F,V,P,2,9
10,23,Female,Twice a week or more,Twice a week or more,6.25,4.67,4.33,4.75,3.25,4.75,2,2.25,2.75,W2H,V,R,2,8
10,23,Female,Twice a week or more,Twice a week or more,6.25,4.67,4.33,4.75,3.25,4.75,2,2.25,2.75,H2W,C,R,1,29
10,23,Female,Twice a week or more,Twice a week or more,6.25,4.67,4.33,4.75,3.25,4.75,2,2.25,2.75,W2F,V,P,2,18
10,23,Female,Twice a week or more,Twice a week or more,6.25,4.67,4.33,4.75,3.25,4.75,2,2.25,2.75,H2F,V,R,2,7
10,23,Female,Twice a week or more,Twice a week or more,6.25,4.67,4.33,4.75,3.25,4.75,2,2.25,2.75,W2H,V,P,2,7
10,23,Female,Twice a week or more,Twice a week or more,6.25,4.67,4.33,4.75,3.25,4.75,2,2.25,2.75,H2W,V,P,1,10
10,23,Female,Twice a week or more,Twice a week or more,6.25,4.67,4.33,4.75,3.25,4.75,2,2.25,2.75,W2F,F,P,1,17
10,23,Female,Twice a week or more,Twice a week or more,6.25,4.67,4.33,4.75,3.25,4.75,2,2.25,2.75,H2F,C,P,2,12
10,23,Female,Twice a week or more,Twice a week or more,6.25,4.67,4.33,4.75,3.25,4.75,2,2.25,2.75,W2H,C,R,2,11
10,23,Female,Twice a week or more,Twice a week or more,6.25,4.67,4.33,4.75,3.25,4.75,2,2.25,2.75,H2W,V,R,2,22
10,23,Female,Twice a week or more,Twice a week or more,6.25,4.67,4.33,4.75,3.25,4.75,2,2.25,2.75,W2F,B,L,1,10
10,23,Female,Twice a week or more,Twice a week or more,6.25,4.67,4.33,4.75,3.25,4.75,2,2.25,2.75,H2F,F,R,2,5
10,23,Female,Twice a week or more,Twice a week or more,6.25,4.67,4.33,4.75,3.25,4.75,2,2.25,2.75,W2H,F,P,2,7
10,23,Female,Twice a week or more,Twice a week or more,6.25,4.67,4.33,4.75,3.25,4.75,2,2.25,2.75,H2W,F,P,1,7
10,23,Female,Twice a week or more,Twice a week or more,6.25,4.67,4.33,4.75,3.25,4.75,2,2.25,2.75,W2F,C,R,1,12
10,23,Female,Twice a week or more,Twice a week or more,6.25,4.67,4.33,4.75,3.25,4.75,2,2.25,2.75,H2F,B,L,1,15
11,24,Male,Once a week,Once a week,5.33,4.25,4.42,4,4,4,3,2.5,3.25,W2H,C,P,1,5
11,24,Male,Once a week,Once a week,5.33,4.25,4.42,4,4,4,3,2.5,3.25,H2W,F,P,1,5
11,24,Male,Once a week,Once a week,5.33,4.25,4.42,4,4,4,3,2.5,3.25,W2F,C,R,1,5
11,24,Male,Once a week,Once a week,5.33,4.25,4.42,4,4,4,3,2.5,3.25,H2F,C,R,1,5
11,24,Male,Once a week,Once a week,5.33,4.25,4.42,4,4,4,3,2.5,3.25,W2H,B,L,1,5
11,24,Male,Once a week,Once a week,5.33,4.25,4.42,4,4,4,3,2.5,3.25,H2W,V,P,1,5
11,24,Male,Once a week,Once a week,5.33,4.25,4.42,4,4,4,3,2.5,3.25,W2F,F,P,1,5
11,24,Male,Once a week,Once a week,5.33,4.25,4.42,4,4,4,3,2.5,3.25,H2F,V,R,1,5
11,24,Male,Once a week,Once a week,5.33,4.25,4.42,4,4,4,3,2.5,3.25,W2H,V,P,1,5
11,24,Male,Once a week,Once a week,5.33,4.25,4.42,4,4,4,3,2.5,3.25,H2W,C,P,1,5
11,24,Male,Once a week,Once a week,5.33,4.25,4.42,4,4,4,3,2.5,3.25,W2F,V,P,1,5
11,24,Male,Once a week,Once a week,5.33,4.25,4.42,4,4,4,3,2.5,3.25,H2F,F,P,1,5
11,24,Male,Once a week,Once a week,5.33,4.25,4.42,4,4,4,3,2.5,3.25,W2H,F,R,1,5
11,24,Male,Once a week,Once a week,5.33,4.25,4.42,4,4,4,3,2.5,3.25,H2W,V,R,1,5
11,24,Male,Once a week,Once a week,5.33,4.25,4.42,4,4,4,3,2.5,3.25,W2F,V,R,1,5
11,24,Male,Once a week,Once a week,5.33,4.25,4.42,4,4,4,3,2.5,3.25,H2F,F,R,1,5
11,24,Male,Once a week,Once a week,5.33,4.25,4.42,4,4,4,3,2.5,3.25,W2H,F,P,1,5
11,24,Male,Once a week,Once a week,5.33,4.25,4.42,4,4,4,3,2.5,3.25,H2W,C,R,1,5
11,24,Male,Once a week,Once a week,5.33,4.25,4.42,4,4,4,3,2.5,3.25,W2F,F,R,1,5
11,24,Male,Once a week,Once a week,5.33,4.25,4.42,4,4,4,3,2.5,3.25,H2F,V,P,1,5
11,24,Male,Once a week,Once a week,5.33,4.25,4.42,4,4,4,3,2.5,3.25,W2H,V,R,1,5
11,24,Male,Once a week,Once a week,5.33,4.25,4.42,4,4,4,3,2.5,3.25,H2W,B,L,1,5
11,24,Male,Once a week,Once a week,5.33,4.25,4.42,4,4,4,3,2.5,3.25,W2F,C,P,1,5
11,24,Male,Once a week,Once a week,5.33,4.25,4.42,4,4,4,3,2.5,3.25,H2F,B,L,1,5
11,24,Male,Once a week,Once a week,5.33,4.25,4.42,4,4,4,3,2.5,3.25,W2H,C,R,1,5
11,24,Male,Once a week,Once a week,5.33,4.25,4.42,4,4,4,3,2.5,3.25,H2W,F,R,1,5
11,24,Male,Once a week,Once a week,5.33,4.25,4.42,4,4,4,3,2.5,3.25,W2F,B,L,1,5
11,24,Male,Once a week,Once a week,5.33,4.25,4.42,4,4,4,3,2.5,3.25,H2F,C,P,1,5
12,21,Male,Never,Never,6.67,4.33,2.33,4,3.5,4,2.5,3.25,1,W2H,V,P,2,51
12,21,Male,Never,Never,6.67,4.33,2.33,4,3.5,4,2.5,3.25,1,H2W,C,R,1,12
12,21,Male,Never,Never,6.67,4.33,2.33,4,3.5,4,2.5,3.25,1,W2F,F,P,1,22
12,21,Male,Never,Never,6.67,4.33,2.33,4,3.5,4,2.5,3.25,1,H2F,V,R,1,19
12,21,Male,Never,Never,6.67,4.33,2.33,4,3.5,4,2.5,3.25,1,W2H,C,P,2,15
12,21,Male,Never,Never,6.67,4.33,2.33,4,3.5,4,2.5,3.25,1,H2W,V,R,1,15
12,21,Male,Never,Never,6.67,4.33,2.33,4,3.5,4,2.5,3.25,1,W2F,V,P,1,20
12,21,Male,Never,Never,6.67,4.33,2.33,4,3.5,4,2.5,3.25,1,H2F,F,R,1,9
12,21,Male,Never,Never,6.67,4.33,2.33,4,3.5,4,2.5,3.25,1,W2H,F,P,2,14
12,21,Male,Never,Never,6.67,4.33,2.33,4,3.5,4,2.5,3.25,1,H2W,B,L,1,9
12,21,Male,Never,Never,6.67,4.33,2.33,4,3.5,4,2.5,3.25,1,W2F,V,R,2,13
12,21,Male,Never,Never,6.67,4.33,2.33,4,3.5,4,2.5,3.25,1,H2F,C,R,1,11
12,21,Male,Never,Never,6.67,4.33,2.33,4,3.5,4,2.5,3.25,1,W2H,B,L,1,14
12,21,Male,Never,Never,6.67,4.33,2.33,4,3.5,4,2.5,3.25,1,H2W,F,P,1,17
12,21,Male,Never,Never,6.67,4.33,2.33,4,3.5,4,2.5,3.25,1,W2F,B,L,1,10
12,21,Male,Never,Never,6.67,4.33,2.33,4,3.5,4,2.5,3.25,1,H2F,B,L,1,8
12,21,Male,Never,Never,6.67,4.33,2.33,4,3.5,4,2.5,3.25,1,W2H,C,R,2,9
12,21,Male,Never,Never,6.67,4.33,2.33,4,3.5,4,2.5,3.25,1,H2W,F,R,1,9
12,21,Male,Never,Never,6.67,4.33,2.33,4,3.5,4,2.5,3.25,1,W2F,C,R,2,18
12,21,Male,Never,Never,6.67,4.33,2.33,4,3.5,4,2.5,3.25,1,H2F,F,P,1,9
12,21,Male,Never,Never,6.67,4.33,2.33,4,3.5,4,2.5,3.25,1,W2H,F,R,2,14
12,21,Male,Never,Never,6.67,4.33,2.33,4,3.5,4,2.5,3.25,1,H2W,V,P,1,15
12,21,Male,Never,Never,6.67,4.33,2.33,4,3.5,4,2.5,3.25,1,W2F,F,R,1,14
12,21,Male,Never,Never,6.67,4.33,2.33,4,3.5,4,2.5,3.25,1,H2F,C,P,1,24
13,21,Male,Once a week,Once a week,6.42,3.08,4.42,4.5,2.25,3.75,2.5,1.75,2,W2H,F,P,1,27
13,21,Male,Once a week,Once a week,6.42,3.08,4.42,4.5,2.25,3.75,2.5,1.75,2,H2W,F,R,1,26
13,21,Male,Once a week,Once a week,6.42,3.08,4.42,4.5,2.25,3.75,2.5,1.75,2,W2F,C,P,1,6
13,21,Male,Once a week,Once a week,6.42,3.08,4.42,4.5,2.25,3.75,2.5,1.75,2,H2F,F,R,1,11
13,21,Male,Once a week,Once a week,6.42,3.08,4.42,4.5,2.25,3.75,2.5,1.75,2,W2H,V,P,1,8
13,21,Male,Once a week,Once a week,6.42,3.08,4.42,4.5,2.25,3.75,2.5,1.75,2,H2W,C,R,1,19
13,21,Male,Once a week,Once a week,6.42,3.08,4.42,4.5,2.25,3.75,2.5,1.75,2,W2F,C,R,1,13
13,21,Male,Once a week,Once a week,6.42,3.08,4.42,4.5,2.25,3.75,2.5,1.75,2,H2F,B,L,1,8
13,21,Male,Once a week,Once a week,6.42,3.08,4.42,4.5,2.25,3.75,2.5,1.75,2,W2H,C,R,2,13
13,21,Male,Once a week,Once a week,6.42,3.08,4.42,4.5,2.25,3.75,2.5,1.75,2,H2W,V,R,2,15
13,21,Male,Once a week,Once a week,6.42,3.08,4.42,4.5,2.25,3.75,2.5,1.75,2,W2F,B,L,1,8
13,21,Male,Once a week,Once a week,6.42,3.08,4.42,4.5,2.25,3.75,2.5,1.75,2,H2F,V,R,1,7
13,21,Male,Once a week,Once a week,6.42,3.08,4.42,4.5,2.25,3.75,2.5,1.75,2,W2H,C,P,1,4
13,21,Male,Once a week,Once a week,6.42,3.08,4.42,4.5,2.25,3.75,2.5,1.75,2,H2W,B,L,2,8
13,21,Male,Once a week,Once a week,6.42,3.08,4.42,4.5,2.25,3.75,2.5,1.75,2,W2F,F,R,1,6
13,21,Male,Once a week,Once a week,6.42,3.08,4.42,4.5,2.25,3.75,2.5,1.75,2,H2F,C,P,1,5
13,21,Male,Once a week,Once a week,6.42,3.08,4.42,4.5,2.25,3.75,2.5,1.75,2,W2H,V,R,2,13
13,21,Male,Once a week,Once a week,6.42,3.08,4.42,4.5,2.25,3.75,2.5,1.75,2,H2W,C,P,1,6
13,21,Male,Once a week,Once a week,6.42,3.08,4.42,4.5,2.25,3.75,2.5,1.75,2,W2F,V,R,1,8
13,21,Male,Once a week,Once a week,6.42,3.08,4.42,4.5,2.25,3.75,2.5,1.75,2,H2F,C,R,2,11
13,21,Male,Once a week,Once a week,6.42,3.08,4.42,4.5,2.25,3.75,2.5,1.75,2,W2H,B,L,1,4
13,21,Male,Once a week,Once a week,6.42,3.08,4.42,4.5,2.25,3.75,2.5,1.75,2,H2W,F,P,1,8
13,21,Male,Once a week,Once a week,6.42,3.08,4.42,4.5,2.25,3.75,2.5,1.75,2,W2F,V,P,1,11
13,21,Male,Once a week,Once a week,6.42,3.08,4.42,4.5,2.25,3.75,2.5,1.75,2,H2F,V,P,1,9
13,21,Male,Once a week,Once a week,6.42,3.08,4.42,4.5,2.25,3.75,2.5,1.75,2,W2H,F,R,1,3
13,21,Male,Once a week,Once a week,6.42,3.08,4.42,4.5,2.25,3.75,2.5,1.75,2,H2W,V,P,1,6
13,21,Male,Once a week,Once a week,6.42,3.08,4.42,4.5,2.25,3.75,2.5,1.75,2,W2F,F,P,1,5
13,21,Male,Once a week,Once a week,6.42,3.08,4.42,4.5,2.25,3.75,2.5,1.75,2,H2F,F,P,1,3
14,22,Male,Twice a week or more,Twice a week or more,5.75,4.50,2.83,2.75,3,3.25,2.5,2.25,2,W2H,C,R,2,40
14,22,Male,Twice a week or more,Twice a week or more,5.75,4.50,2.83,2.75,3,3.25,2.5,2.25,2,H2W,V,R,1,20
14,22,Male,Twice a week or more,Twice a week or more,5.75,4.50,2.83,2.75,3,3.25,2.5,2.25,2,W2F,V,P,1,20
14,22,Male,Twice a week or more,Twice a week or more,5.75,4.50,2.83,2.75,3,3.25,2.5,2.25,2,H2F,B,L,1,12
14,22,Male,Twice a week or more,Twice a week or more,5.75,4.50,2.83,2.75,3,3.25,2.5,2.25,2,W2H,F,P,2,20
14,22,Male,Twice a week or more,Twice a week or more,5.75,4.50,2.83,2.75,3,3.25,2.5,2.25,2,H2W,B,L,1,10
14,22,Male,Twice a week or more,Twice a week or more,5.75,4.50,2.83,2.75,3,3.25,2.5,2.25,2,W2F,V,R,1,10
14,22,Male,Twice a week or more,Twice a week or more,5.75,4.50,2.83,2.75,3,3.25,2.5,2.25,2,H2F,C,P,1,12
14,22,Male,Twice a week or more,Twice a week or more,5.75,4.50,2.83,2.75,3,3.25,2.5,2.25,2,W2H,V,R,1,4
14,22,Male,Twice a week or more,Twice a week or more,5.75,4.50,2.83,2.75,3,3.25,2.5,2.25,2,H2W,V,P,1,10
14,22,Male,Twice a week or more,Twice a week or more,5.75,4.50,2.83,2.75,3,3.25,2.5,2.25,2,W2F,F,P,1,5
14,22,Male,Twice a week or more,Twice a week or more,5.75,4.50,2.83,2.75,3,3.25,2.5,2.25,2,H2F,F,R,1,5
14,22,Male,Twice a week or more,Twice a week or more,5.75,4.50,2.83,2.75,3,3.25,2.5,2.25,2,W2H,V,P,1,8
14,22,Male,Twice a week or more,Twice a week or more,5.75,4.50,2.83,2.75,3,3.25,2.5,2.25,2,H2W,F,R,1,8
14,22,Male,Twice a week or more,Twice a week or more,5.75,4.50,2.83,2.75,3,3.25,2.5,2.25,2,W2F,C,P,1,7
14,22,Male,Twice a week or more,Twice a week or more,5.75,4.50,2.83,2.75,3,3.25,2.5,2.25,2,H2F,V,P,1,9
14,22,Male,Twice a week or more,Twice a week or more,5.75,4.50,2.83,2.75,3,3.25,2.5,2.25,2,W2H,F,R,1,10
14,22,Male,Twice a week or more,Twice a week or more,5.75,4.50,2.83,2.75,3,3.25,2.5,2.25,2,H2W,F,P,1,10
14,22,Male,Twice a week or more,Twice a week or more,5.75,4.50,2.83,2.75,3,3.25,2.5,2.25,2,W2F,B,L,1,7
14,22,Male,Twice a week or more,Twice a week or more,5.75,4.50,2.83,2.75,3,3.25,2.5,2.25,2,H2F,V,R,1,8
14,22,Male,Twice a week or more,Twice a week or more,5.75,4.50,2.83,2.75,3,3.25,2.5,2.25,2,W2H,C,P,2,12
14,22,Male,Twice a week or more,Twice a week or more,5.75,4.50,2.83,2.75,3,3.25,2.5,2.25,2,H2W,C,P,1,6
14,22,Male,Twice a week or more,Twice a week or more,5.75,4.50,2.83,2.75,3,3.25,2.5,2.25,2,W2F,C,R,1,5
14,22,Male,Twice a week or more,Twice a week or more,5.75,4.50,2.83,2.75,3,3.25,2.5,2.25,2,H2F,F,P,1,6
14,22,Male,Twice a week or more,Twice a week or more,5.75,4.50,2.83,2.75,3,3.25,2.5,2.25,2,W2H,B,L,1,8
14,22,Male,Twice a week or more,Twice a week or more,5.75,4.50,2.83,2.75,3,3.25,2.5,2.25,2,H2W,C,R,1,7
14,22,Male,Twice a week or more,Twice a week or more,5.75,4.50,2.83,2.75,3,3.25,2.5,2.25,2,W2F,F,R,1,5
14,22,Male,Twice a week or more,Twice a week or more,5.75,4.50,2.83,2.75,3,3.25,2.5,2.25,2,H2F,C,R,1,4
15,30,Male,Once a week,Once a week,6.67,4.67,2.25,4.25,4,4.25,3.75,2,1.25,W2H,V,P,1,47
15,30,Male,Once a week,Once a week,6.67,4.67,2.25,4.25,4,4.25,3.75,2,1.25,H2W,B,L,1,13
15,30,Male,Once a week,Once a week,6.67,4.67,2.25,4.25,4,4.25,3.75,2,1.25,W2F,C,P,1,20
15,30,Male,Once a week,Once a week,6.67,4.67,2.25,4.25,4,4.25,3.75,2,1.25,H2F,V,R,1,25
15,30,Male,Once a week,Once a week,6.67,4.67,2.25,4.25,4,4.25,3.75,2,1.25,W2H,F,P,1,21
15,30,Male,Once a week,Once a week,6.67,4.67,2.25,4.25,4,4.25,3.75,2,1.25,H2W,F,R,1,12
15,30,Male,Once a week,Once a week,6.67,4.67,2.25,4.25,4,4.25,3.75,2,1.25,W2F,V,P,1,21
15,30,Male,Once a week,Once a week,6.67,4.67,2.25,4.25,4,4.25,3.75,2,1.25,H2F,C,R,1,16
15,30,Male,Once a week,Once a week,6.67,4.67,2.25,4.25,4,4.25,3.75,2,1.25,W2H,C,R,1,21
15,30,Male,Once a week,Once a week,6.67,4.67,2.25,4.25,4,4.25,3.75,2,1.25,H2W,C,R,1,12
15,30,Male,Once a week,Once a week,6.67,4.67,2.25,4.25,4,4.25,3.75,2,1.25,W2F,B,L,1,15
15,30,Male,Once a week,Once a week,6.67,4.67,2.25,4.25,4,4.25,3.75,2,1.25,H2F,F,R,1,16
15,30,Male,Once a week,Once a week,6.67,4.67,2.25,4.25,4,4.25,3.75,2,1.25,W2H,C,P,1,15
15,30,Male,Once a week,Once a week,6.67,4.67,2.25,4.25,4,4.25,3.75,2,1.25,H2W,F,P,1,11
15,30,Male,Once a week,Once a week,6.67,4.67,2.25,4.25,4,4.25,3.75,2,1.25,W2F,F,P,1,12
15,30,Male,Once a week,Once a week,6.67,4.67,2.25,4.25,4,4.25,3.75,2,1.25,H2F,F,P,1,10
15,30,Male,Once a week,Once a week,6.67,4.67,2.25,4.25,4,4.25,3.75,2,1.25,W2H,B,L,1,10
15,30,Male,Once a week,Once a week,6.67,4.67,2.25,4.25,4,4.25,3.75,2,1.25,H2W,C,P,1,5
15,30,Male,Once a week,Once a week,6.67,4.67,2.25,4.25,4,4.25,3.75,2,1.25,W2F,F,R,1,9
15,30,Male,Once a week,Once a week,6.67,4.67,2.25,4.25,4,4.25,3.75,2,1.25,H2F,B,L,1,7
15,30,Male,Once a week,Once a week,6.67,4.67,2.25,4.25,4,4.25,3.75,2,1.25,W2H,F,R,1,5
15,30,Male,Once a week,Once a week,6.67,4.67,2.25,4.25,4,4.25,3.75,2,1.25,H2W,V,R,1,4
15,30,Male,Once a week,Once a week,6.67,4.67,2.25,4.25,4,4.25,3.75,2,1.25,W2F,C,R,1,5
15,30,Male,Once a week,Once a week,6.67,4.67,2.25,4.25,4,4.25,3.75,2,1.25,H2F,V,P,1,6
15,30,Male,Once a week,Once a week,6.67,4.67,2.25,4.25,4,4.25,3.75,2,1.25,W2H,V,R,1,12
15,30,Male,Once a week,Once a week,6.67,4.67,2.25,4.25,4,4.25,3.75,2,1.25,H2W,V,P,1,4
15,30,Male,Once a week,Once a week,6.67,4.67,2.25,4.25,4,4.25,3.75,2,1.25,W2F,V,R,1,6
15,30,Male,Once a week,Once a week,6.67,4.67,2.25,4.25,4,4.25,3.75,2,1.25,H2F,C,P,1,6
16,30,Female,Twice a week or more,Twice a week or more,6.58,4.42,4.33,3.25,4,3.75,3.75,3.25,2.75,W2H,C,P,1,50
16,30,Female,Twice a week or more,Twice a week or more,6.58,4.42,4.33,3.25,4,3.75,3.75,3.25,2.75,H2W,F,R,1,50
16,30,Female,Twice a week or more,Twice a week or more,6.58,4.42,4.33,3.25,4,3.75,3.75,3.25,2.75,W2F,V,P,1,50
16,30,Female,Twice a week or more,Twice a week or more,6.58,4.42,4.33,3.25,4,3.75,3.75,3.25,2.75,H2F,F,R,1,50
16,30,Female,Twice a week or more,Twice a week or more,6.58,4.42,4.33,3.25,4,3.75,3.75,3.25,2.75,W2H,F,R,1,50
16,30,Female,Twice a week or more,Twice a week or more,6.58,4.42,4.33,3.25,4,3.75,3.75,3.25,2.75,H2W,B,L,1,50
16,30,Female,Twice a week or more,Twice a week or more,6.58,4.42,4.33,3.25,4,3.75,3.75,3.25,2.75,W2F,F,P,1,50
16,30,Female,Twice a week or more,Twice a week or more,6.58,4.42,4.33,3.25,4,3.75,3.75,3.25,2.75,H2F,V,R,1,50
16,30,Female,Twice a week or more,Twice a week or more,6.58,4.42,4.33,3.25,4,3.75,3.75,3.25,2.75,W2H,F,P,1,50
16,30,Female,Twice a week or more,Twice a week or more,6.58,4.42,4.33,3.25,4,3.75,3.75,3.25,2.75,H2W,C,P,1,50
16,30,Female,Twice a week or more,Twice a week or more,6.58,4.42,4.33,3.25,4,3.75,3.75,3.25,2.75,W2F,C,P,1,50
16,30,Female,Twice a week or more,Twice a week or more,6.58,4.42,4.33,3.25,4,3.75,3.75,3.25,2.75,H2F,B,L,1,50
16,30,Female,Twice a week or more,Twice a week or more,6.58,4.42,4.33,3.25,4,3.75,3.75,3.25,2.75,W2H,V,P,1,50
16,30,Female,Twice a week or more,Twice a week or more,6.58,4.42,4.33,3.25,4,3.75,3.75,3.25,2.75,H2W,C,R,1,50
16,30,Female,Twice a week or more,Twice a week or more,6.58,4.42,4.33,3.25,4,3.75,3.75,3.25,2.75,W2F,C,R,1,50
16,30,Female,Twice a week or more,Twice a week or more,6.58,4.42,4.33,3.25,4,3.75,3.75,3.25,2.75,H2F,C,R,1,50
16,30,Female,Twice a week or more,Twice a week or more,6.58,4.42,4.33,3.25,4,3.75,3.75,3.25,2.75,W2H,V,R,1,50
16,30,Female,Twice a week or more,Twice a week or more,6.58,4.42,4.33,3.25,4,3.75,3.75,3.25,2.75,H2W,V,P,1,50
16,30,Female,Twice a week or more,Twice a week or more,6.58,4.42,4.33,3.25,4,3.75,3.75,3.25,2.75,W2F,B,L,1,50
16,30,Female,Twice a week or more,Twice a week or more,6.58,4.42,4.33,3.25,4,3.75,3.75,3.25,2.75,H2F,C,P,1,50
16,30,Female,Twice a week or more,Twice a week or more,6.58,4.42,4.33,3.25,4,3.75,3.75,3.25,2.75,W2H,C,R,1,50
